PMID,DOI,Title,Abstract,Journal,Year,Authors,MeSH,Keywords
42481587,10.1038/s41598-026-63369-3,Association of target miRNAs expression in blood plasma and cerebrospinal fluid with Alzheimer's disease biomarkers level and cognitive decline.,"Epigenetic changes can affect Alzheimer's disease (AD) susceptibility. miRNAs are novel potential circulating biomarkers of AD and mild cognitive impairment (MCI) that could support cerebrospinal fluid (CSF) biomarkers in earlier diagnosis of the disease or determination of disease stage. Our aim was to assess differences in expression of target miRNAs in patients with different stages of cognitive impairment and to evaluate the association with CSF biomarkers or cognitive test score (MMSE). We included 117 patients with cognitive impairment, among them 62 AD patients, 24 MCI patients with pathological CSF biomarker levels, and 31 MCI patients with normal CSF biomarker levels. Expression of seven target miRNAs was measured in patients' blood plasma, CSF and extracellular vesicles (EVs) enriched from plasma and CSF. None of the investigated miRNAs were differentially expressed between AD and MCI groups. Four miRNAs were associated with CSF biomarker levels, both in plasma (hsa-miR-375-3p) and CSF (hsa-miR-146a-5p, hsa-miR-29c, hsa-miR-107). The observed findings suggest that investigated miRNAs are not suitable for differentiation between different stages of cognitive impairment. However, miRNAs were associated with typical hallmarks of AD, which supports their important role in neurodegeneration. Therefore, miRNA regulatory networks could contribute to better understanding of the biological processes involved in cognitive impairment.",Scientific reports,2026,Vogrinc D; Holcar M; Lenassi M; Gregorič Kramberger M; Emeršič A; Čučnik S; Dolžan V; Goričar K,,Alzheimer’s disease; Biomarker; Extracellular vesicles; Mild cognitive impairment; miRNA
42474555,10.1007/s11011-026-01939-0,Neural network-enhanced investigation of ferroptosis and druggability in early-onset alzheimer's disease.,"Alzheimer's disease (AD) is a complex neurodegenerative disorder which is multifactorial in nature. Some of its characteristics are slow cognitive decline, memory problems and behavioral changes. AD patient brains show a progressive synaptic toxicity, autophagy, neuroinflammation, excess generation of reactive oxygen species (ROS), neuronal death and oxidative stress, which occurs due to disrupted metal homeostasis along with tau and amyloid-β protein deposition. Notably, lipid peroxidation, iron buildup and elevated oxidative stress in AD brains suggest a possible molecular connection between ferroptosis and AD neurodegeneration. This study explores the genetic and bioinformatics perspective on the relationship between ferroptosis and AD aiming to identify potential therapeutic potential biomarkers using Neural network (NN) and Machine learning models. Six ferroptosis related genes were found to be differentially expressed in AD. Further machine learning analysis shortlisted four key biomarker genes. An NN-based diagnostic prediction model was developed and validated using AUC-ROC anaysis, which gave high diagnostic values (AUC- 0.92) in the analysis. The findings highlight a strong correlation between ferroptosis and altered metabolic functions in AD. miRNA-gene interaction analysis revealed that two biomarker genes, CYBB and ACSL4 can be regulated by several regulatory miRNAs i.e., hsa-miR-146-5p, hsa-miR-106b-5p, hsa-miR-223-3p, hsa-miR-155-5p, hsa-miR-34a-5p, hsa-miR-125b-5p and hsa-miR-27a-3p suggesting their potential as early diagnostic potential biomarkers. Immune microenvironment analysis revealed strong neuroinflammatory responses in AD with increased infiltration of macrophages (M0, M1 and M2), monocytes and multiple T cell subsets. This heightened immune activity may be driven by ferroptosis-induced oxidative stress contributing to neuronal death. Furthermore, druggability of these targets was evaluated and several drugs were identified that may be potentially repurposed for therapeutic intervention in AD pathogenesis. This study presents a diagnostic predictive model integrating gene expression, miRNA regulation and immune infiltration analysis, offering a novel perspective on early AD detection. The identified ferroptosis-related potential biomarkers and regulatory miRNAs could serve as valuable tools for clinical diagnosis and targeted therapeutic intervention, advancing personalized treatment strategies for Alzheimer's disease.",Metabolic brain disease,2026,Singh P; Rath SL,"Ferroptosis; Alzheimer Disease; Humans; Biomarkers; MicroRNAs; Oxidative Stress; Neural Networks, Computer; Machine Learning",Alzheimer’s disease (AD); Biomarkers; Ferroptosis; MiRNA; Neurodegeneration; Neuroinflammation
42470121,10.1515/dmpt-2026-0006,MicroRNA sequencing reveals modulation of neurodegenerative miRNAs byin human neuroblastoma SK-N-SH cells.,"(WS) is known for its adaptogenic benefits; however, its beneficial effects in neurodegenerative diseases have not been fully explored. MicroRNAs (miRNAs) are small noncoding RNAs whose role(s) in modulating the effects of WS in neurodegeneration are yet unknown. This study aimed to investigate the impact of WS on miRNA expression in the SK-N-SH human neuroblastoma cell line.

We employed high-throughput sequencing to identify miRNAs with altered expression following dose-dependent and temporal treatment with WS.

Our findings revealed that miRNA expression profiles were significantly altered in WS-treated cells. In the dose comparison (100 μg/mL vs. 50 μg/mL), 21 miRNAs were modulated at 3 h (18 upregulated and 3 downregulated), whereas 7 miRNAs were modulated at 9 h (3 upregulated and 4 downregulated). In the temporal comparison (9 h vs. 3 h), 9 miRNAs were modulated at 50 μg/mL (6 upregulated and 3 downregulated), whereas 30 miRNAs were modulated at 100 μg/mL (4 upregulated and 26 downregulated). Bioinformatics analyses, including target prediction and functional enrichment, revealed that these WS-modulated differentially expressed miRNAs were significantly enriched in neurodegenerative, apoptotic, and inflammatory pathways. Finally, 51 novel miRNAs were identified post-WS treatment.

Taken together, our results indicate that WS may be beneficial in neurodegenerative disease and healthy aging by modulating noncoding miRNAs.",Drug metabolism and personalized therapy,2026,Mohamed Puhari SS; Mehta D; Bhaskar A; Basudkar V; Saha P; Ajgaonkar S; Biju A; Trivedi J; Dhananya S; Moorthy M; Ramaswamy G; Zhou Y; Nair S,,Withania somnifera; ashwagandha; healthy aging; microRNA; neurodegeneration; sequencing
42539325,10.1177/2689288X261454326,Salivary MicroRNAs as Biomarkers for Identification and Prognosis in Adolescents Following Concussion.,"MicroRNAs (miRNAs), which are small noncoding RNAs involved in gene regulation that can be measured reliably in saliva, have emerged as promising biomarker candidates for identifying concussion. However, research thus far is limited, and the role of miRNAs in prognosis following concussion in adolescents remains largely unexplored. This case-cohort study investigated whether salivary miRNAs collected within 10 days of injury could identify concussed adolescents from age- and sex-matched, healthy, uninjured controls, and predict symptom burden at 3-weeks post injury. Saliva samples were collected from 58 concussed adolescents (mean age [SD] = 15.4 [1.6] years; 25 females) within 10 days of injury, and 35 age- and sex-matched, healthy, uninjured controls. Using a neurodegenerative panel of 798 miRNAs, we applied feature selection to identify miRNAs that best identified concussed from healthy, uninjured adolescents. Additional analysis investigated whether these miRNAs were able to predict concussion symptom burden 3-weeks post injury. Results indicated that two miRNAs were significantly upregulated in concussed participants: (1) hsa-miR-26a-5p (F = 8.2,= 0.005, False Discovery Rate [FDR]-corrected= 0.008) and (2) hsa-miR-4286 (F = 9.6,= 0.002, FDR-corrected= 0.008). Higher hsa-miR-4286 levels predicted lower symptom burden at 3-weeks (β = -0.41,= 0.001, FDR-corrected= 0.002). The findings indicated that two salivary miRNAs demonstrated promise as clinically feasible biomarkers for identifying concussion in adolescents, one of which, was also useful for prognosis of symptom burden. The observed miRNA alterations may reflect injury-induced changes in neuroinflammatory and repair pathways, but larger, longitudinal studies are needed to validate these candidates and establish their sensitivity and specificity in this population.",Neurotrauma reports,2026,Lima Santos JP; Karthikeyan L; Harvie B; Bhattacharjee S; Hickey RW; Collins MW; Holland CL; Kontos AP; Versace A,,adolescents; biomarkers; biospecimen; concussion; mTBI; microRNA
42506451,10.3390/metabo16070500,"Extracellular Vesicle-Associated microRNAs as Candidate Biomarkers and Mediators of Diabetic Complications: Clinical and Translational Evidence Across Neuropathy, Diabetic Kidney Disease, Retinopathy, and MASLD.","Type 2 diabetes is increasingly recognized as a systemic disorder driven not only by chronic hyperglycemia and insulin resistance, but also by dysregulated interorgan communication. Extracellular vesicles (EVs), including exosomes and microvesicles, have emerged as biologically active carriers of proteins, lipids, and microRNAs capable of modulating gene expression in recipient cells. This narrative review integrates clinical, experimental, and translational evidence on EV-associated microRNAs as candidate biomarkers and potential mediators of diabetic complications, with emphasis on diabetic neuropathy, diabetic kidney disease, diabetic retinopathy, and metabolic dysfunction-associated steatotic liver disease (MASLD).

This review was aligned with the SANRA framework and focused on biological plausibility, evidence from tissue and biofluids, biomarker potential, therapeutic implications, and barriers to clinical translation. Studies were additionally interpreted according to biological matrix, EV-carrier specificity, analytical platform, study design, and level of functional validation.

Across complications, EV-associated microRNAs appear to participate in shared pathogenic processes, including oxidative stress, inflammation, endothelial dysfunction, fibrosis, angiogenesis, neurodegeneration, and metabolic memory. In diabetic neuropathy, microRNAs such as miR-146a, miR-155, miR-21-5p, and miR-148a-3p have been linked to neuroinflammation, Schwann-cell dysfunction, axonal injury, and neuropathic pain. In diabetic kidney disease, miR-21, miR-29, miR-30, and miR-126 are implicated in podocyte injury, tubulointerstitial fibrosis, albuminuria, and microvascular dysfunction. In diabetic retinopathy, microRNAs including miR-146a, miR-155, miR-21, miR-126, and miR-200b contribute to neurovascular injury, inflammation, barrier disruption, and angiogenesis. In MASLD associated with diabetes, hepatocyte-derived EVs carrying microRNAs such as miR-1 and miR-126a-3p may link hepatic lipotoxicity to endothelial inflammatory and β-cell dysfunction.

Although EV-associated microRNAs offer promising opportunities for biomarker discovery, risk stratification, and targeted therapies, clinical translation remains limited by heterogeneity in EV isolation, microRNA quantification, biological matrices, and outcome definitions. Distinguishing EV-associated miRNAs from total circulating extracellular miRNAs remains essential for biological interpretation. Standardized, longitudinal, and externally validated studies are required before these signals can be implemented as actionable tools in precision diabetes care.",Metabolites,2026,Ibarra-Salce R; Doval-Caballero JLE; Uribe-Cortés D; Eugenio-Ponce GD; Ibarra-Salce M; Jaime-Leal O; García-Sáenz MR,,MASLD; biomarkers; diabetic kidney disease; diabetic neuropathy; diabetic retinopathy; extracellular vesicles; microRNAs; type 2 diabetes
42473218,10.2174/0113895575484348260702044851,"Relationship Between miRNA and Neurodegenerative Diseases Such as Alzheimer's disease, Parkinson's, Huntington's disease, Amyotrophic Lateral Sclerosis.","The regulatory roles of miRNAs on CNS homeostasis, neuronal differentiation, and synaptic plasticity make these molecules indispensable for healthy brain functions. miRNA dysregulation, by triggering abnormal neurodevelopment, has a critical impact on the etiology and progression of neurodegenerative diseases. MicroRNAs (miRNAs) are short, single-stranded, non-coding ribonucleic acid (RNA) molecules, 18 to 24 nucleotides long. They play a role in posttranscriptional gene regulation by binding to complementary sequences on messenger RNA (mRNA), thereby promoting mRNA degradation or preventing translation into protein. MiRNAs are essential regulators of the genome because they bind targets and alter gene expression. MiRNA biogenesis and functions are tightly regulated, and their dysregulation is associated with various diseases, including cancer, cardiovascular diseases, and neurodegenerative disorders. In particular, disruption of the Blood-Brain Barrier in neurodegenerative diseases allows molecules to leak into the bloodstream, enabling the detection of miRNAs in other body fluids and making these fluids potential biomarker sources. In this context, miRNAs can be measured in blood, cerebrospinal fluid, and other biological samples. It has significant potential for early diagnosis, disease progression monitoring, and evaluation of treatment efficacy. In this review, the relationship between MiRNAs and neuronal degeneration diseases was evaluated. In this review, prepared in light of the current literature scanned through the PubMed database, we examined data from the last 5 years (2021-2026) on neurodegenerative diseases associated with miRNA dysregulation, including Alzheimer's Disease (AD), Parkinson's Disease (PD), Amyotrophic Lateral Sclerosis (ALS), and Huntington's Disease (HD).",Mini reviews in medicinal chemistry,2026,Keskin A; Mogulkoc R; Baltaci AK,,alzheimer's disease; amyotrophic lateral sclerosis; huntington's disease; miRNA; neuronal degeneration; parkinson's disease
42446817,10.1007/s12035-026-06045-x,Circulating microRNAs as Promising Biomarkers in Parkinson's Disease.,"Our study aims to examine possible Parkinson Disease (PD)-related circulating microRNAs (miRNA) and their potential roles and use cases in screening, diagnosis, and the disease progress in Turkish population. For this purpose, we selected 7 promising candidates namely miR-16-1, miR-24-3p, miR-30a, miR-30e, miR-34a, miR-34b, miR-331 from multiple studies and bioinformatic web tools. For our study, 51 PD patients with no other severe disease except for hypertension and 20 healthy matching controls were included. Serum samples were collected from venous blood and stored properly. RNA extraction, reverse transcription and real-time polymerase chain reaction (qPCR) for each pre-determined miRNA were applied to all samples with a strong normalization method to determine expression levels. Additionally, validated miR-24-3p target genes were intersected against publicly available CSF proteomics (PXD011216), PBMC transcriptomics (GSE22491), and serum metabolomics (MTBLS10958) datasets. miR-24-3p expression was also examined in two independent miRNA datasets (GSE269775; GSE16658). Statistical analyses were done using SPSS and Qiagen GeneGlobe webtools. Between PD and the control group, miR-24-3p serum levels were found increased 1.7 times (p = 0.0001). Among patients, miR-331 serum levels changed significantly with UPDRS scores (p = 0.027). Multi-omics analysis identified 21 differentially abundant miR-24-3p target proteins in PD CSF (81% downregulated), three cross-platform concordant targets, and five metabolically linked pathways. miR-24-3p levels may differ in different biological compartments in PD. In serum, miR-24-3p may provide significant value as a diagnostic biomarker with 80.4% sensitivity and 85% specificity. miR-331 might be a candidate for predicting the severity of the disease.",Molecular neurobiology,2026,Kaya IA; Demircan B; Ozdilek FB; Baran M; Dogan ES; Koc Ada S; Bursa MC; Kaya Bursa AP; Öztekin Z; Gurvit IH,Humans; Parkinson Disease; Biomarkers; Male; Female; Circulating MicroRNA; Middle Aged; Case-Control Studies; ROC Curve; MicroRNAs; Aged,Exosomal microRNA; MiR-24-3p; MiR-331; MiR-34b; Parkinson’s disease; Qrtpcr
42400752,10.1007/s12035-026-06039-9,Exerkine-Mediated Regulation of the NLRP3 Inflammasome in Neuroprotection: Mechanistic Insights and the Role of Exercise.,"Neurodegeneration is a leading cause of long-term disability and cognitive impairment, and the aberrant activation of the NOD-like receptor protein 3 (NLRP3) inflammasome is closely implicated in its pathogenesis. The NLRP3 inflammasome, as a central mediator of inflammatory cascades, can, when excessively activated, promote neuroinflammation and glial polarization, induce neuronal death, disrupt the blood-brain barrier, suppress angiogenesis and neurogenesis, impair synaptic plasticity, and induce inflammaging, ultimately leading to neurodegeneration. Exerkines, including neurotrophic factors, adipokines, myokines, hepatokines, enzymes/coenzymes, metabolites, and miRNAs, can target the aberrant activation of the NLRP3 inflammasome, exerting neuroprotective effects. Exercise has attracted increasing attention for its benefits to brain health, as it can modulate the release and expression of numerous exerkines (such as BDNF, NGF, GDNF, APN, Chemerin, Apelin, Irisin, CX3CL1, HSP90, IGF-1, LCN2, SAA, SIRT1, lactate, and exosomal miRNAs), which, through the activation of specific kinases and downstream signaling pathways in the brain, precisely target the excessive activation of the NLRP3 inflammasome and thereby ameliorate neurodegeneration. This review summarizes and critically evaluates recent advances in the mechanistic roles of the NLRP3 inflammasome in the onset and progression of neurodegeneration, as well as in the molecular mechanisms by which exerkines regulate the NLRP3 inflammasome to ameliorate neurodegeneration, and in exercise interventions, providing a theoretical basis for the precise and targeted application of exercise in the prevention and treatment of neurodegeneration.",Molecular neurobiology,2026,Tang S; Geng Y; Lin Q; Tian Z,"Humans; NLR Family, Pyrin Domain-Containing 3 Protein; Animals; Inflammasomes; Neuroprotection; Myokines; Exercise",Exercise; Exerkines; Exosomal miRNA; Ferroptosis; Lactylation; NLRP3 inflammasome
42450256,10.3390/ijms27135990,"Peripheral and Central miRNA Signatures in Alzheimer's Disease: Tissue-Specific Variability, Sex-Associated Differences, and Implications for Blood-Based Biomarkers.","Alzheimer's disease (AD) is a progressive neurodegenerative disorder characterized by cognitive decline and significant neuropathological changes. Early and accurate diagnosis remains a major challenge, highlighting the need for reliable, minimally invasive biomarkers. MicroRNAs (miRNAs), small non-coding RNAs that regulate gene expression, have emerged as promising candidates. Their expression is altered in the brains of AD patients, reflecting disease-specific pathological processes, and they are detectable in peripheral biofluids. However, discrepancies in miRNA profiles between the brain and the circulation, and between patient populations remain a significant limitation, raising questions about their origin, transport across the blood-brain barrier, and their reliability in reflecting central nervous system pathology. This review provides a comprehensive overview of current research comparing miRNA expression profiles in brain tissue and blood in AD, with a focus on their biological relevance, mechanisms of release and transport, and diagnostic potential. We also discuss the challenges associated with cross-tissue variability, methodological inconsistencies, and the need for standardized approaches. Finally, we highlight future directions, including multi-tissue analyses and integration with other noninvasive modalities, to improve the clinical utility of miRNA-based biomarkers in AD.",International journal of molecular sciences,2026,Shiyab AS; Reed EG,Humans; Alzheimer Disease; MicroRNAs; Biomarkers; Brain; Animals; Female; Organ Specificity; Male; Gene Expression Profiling,Alzheimer’s disease (AD); X chromosome inactivation (XCI); amyloid precursor protein (APP); amyloid-beta (Aβ); circulating biomarkers; extracellular vesicles (EVs); five familial AD mutations (5xFAD); four core genotypes (FCG); microRNA (miRNA); neurofibrillary tangles (NFTs)
42397457,10.1007/s11033-026-12267-y,Recent advances in the detection and functional analysis of circRNAs with short-read RNA sequencing-based methods.,"Circular RNAs (circRNAs) were first identified approximately 50 years ago in pathogenic viroids as single-stranded, covalently closed RNA molecules. Initially considered by-products of splicing, circRNAs are now recognised as an important class of regulatory RNAs involved in microRNA sponging, RNA-protein interactions, and cellular pathways. Their closed-loop structure, generated through backsplicing, confers resistance to exonucleolytic degradation and contributes to their stability. Owing to their tissue- and disease-specific expression, circRNAs have emerged as promising biomarkers for cancer, neurodegenerative disorders, and cardiovascular disease. Over the past decade, numerous bioinformatics tools utilising RNA-sequencing (RNA-seq) data have been developed for circRNA detection and analysis. Detection methods have evolved from manual split-read inspection to automated identification of the back spliced junction, while annotation pipelines now resolve the genomic origins and structural characteristics of circRNAs. Because individual circRNA callers vary considerably in sensitivity and specificity, a combined usage of tools in circRNA detection has become the preferred strategy for generating high-confidence datasets. Beyond their non-coding functions, increasing evidence suggests that some circRNAs possess protein-coding potential through open reading frames, cap-independent translation mechanisms, internal ribosome entry sites (IRESs), and N6-methyladenosine modifications. A new generation of bioinformatic tools can now assess the protein-coding potential of circRNAs, integrating the above features, as well as machine learning and deep learning approaches refining these predictions. This review summarises recently developed short-read RNA-seq bioinformatics tools for circRNA detection, consensus calling, annotation, and protein-coding potential prediction, with a particular focus on advances from the past five years that facilitate the identification of translatable circRNAs.",Molecular biology reports,2026,Lindner G; Xu SM; Santucci K; Gao Y; Janitz M,"RNA, Circular; Humans; Computational Biology; Sequence Analysis, RNA; Animals; MicroRNAs; RNA Splicing",Backsplicing; Bioinformatics tools; Circular RNAs; Machine learning; Protein-coding potential
42208462,10.1016/j.msard.2026.107265,Uncovering the role of microRNAs in response to interferon-beta therapy among multiple sclerosis patients: A systematic review.,"Multiple sclerosis (MS) is a prevalent neurodegenerative disorder (NDD) affecting young adults. While responses to interferon-beta (IFN-β) vary significantly among patients, it has remained a cornerstone of MS treatment for decades. Increasing evidence suggests that microRNAs (miRNAs) play a crucial role in immune modulation and may influence variations in treatment outcomes. Therefore, this systematic review aims to investigate the role of miRNAs in affecting the therapeutic efficacy, response, and mechanisms of IFN-β therapy in patients with MS.

This systematic review was conducted in accordance with the PRISMA guidelines. A comprehensive search of PubMed, Scopus, Web of Science, and ScienceDirect databases was performed for studies published up to 2025. Studies investigating miRNA expression levels in RRMS patients who were treated/ responded compared to those who were untreated and non-responders were included in this review. A weighted vote-counting synthesis approach was applied to prioritize significantly dysregulated miRNAs based on directional consistency (upregulation/downregulation) and effective sample-size contribution. Subsequently, target prediction performed for miRNAs introduced without targets. Ultimately, miRNA-target network and PPI network constructed and analyzed and pathway enrichment analysis performed.

13 studies were included based on the eligibility criteria, collectively reporting changes in the expression levels of over 184 miRNAs related to IFN-β therapy. Significantly dysregulated miRNAs including miR-29b, miR-504, miR-185-5p, and miR-27a were found based on weighted vote-counting synthesis approach. miR-29b-1-5p, miR-193a-3p, miR-346, miR-27a-5p were hub miRNAs come from the miRNA-target interaction network and 10 hub genes came from the PPI network. The results of pathways enrichment analysis indicated that miRNAs and hub genes mainly involved in immune regulation, interferon signaling, and neuroinflammatory mechanisms.

These findings could illuminate miRNAs' mediated mechanisms in IFN-β-treated RRMS patients and aid in creating more specialized and effective treatment options for MS patients.",Multiple sclerosis and related disorders,2026,Pourseirafi M; Mousavi SR; Niazmand A; Hosseini N; Vatandoost N; Salehi M,Humans; MicroRNAs; Interferon-beta; Multiple Sclerosis; Immunologic Factors,Biomarker; Drug response; Interferon-beta; MicroRNA; Multiple sclerosis
42138198,10.3892/ijmm.2026.5849,miR‑223‑3p promotes microglial lactylation and M1 polarization via the FBXW7/Notch1/Hes1/SIRT1 axis.,"Neuroinflammation is a hallmark of Alzheimer's disease (AD) and is closely linked to microglial M1 polarization. In the present study, miR‑223‑3p was identified as a critical regulator of microglial metabolic reprogramming. Analyses of Gene Expression Omnibus and AD Neuroimaging Initiative datasets revealed significant upregulation of miR‑223‑3p in the brain, blood, and cerebrospinal fluid of patients with AD. The overexpression of miR‑223‑3p promoted M1 polarization and increased reactive oxygen species (ROS) levels. Transcriptomic, metabolomic and Seahorse analyses revealed increased glycolysis, lactate production and lactylation, whereas inhibition of lactylation reduced M1 polarization and ROS accumulation. Mechanistically, miR‑223‑3p suppressed SIRT1 expression and directly targeted, leading to activation of the Notch1/Hes1 pathway and further suppression of. In summary, these findings demonstrate that miR‑223‑3p drives microglial lactylation‑mediated M1 polarization through the FBXW7/Notch1/Hes1/SIRT1 signaling axis. The present study provides new insight into the role of lactylation in neuroinflammation and highlights miR‑223‑3p as a potential therapeutic target for AD.",International journal of molecular medicine,2026,Wang X; Song L; Wang J; Xie Q; Wang Y; Li C; Wang T; Du Y,"MicroRNAs; Sirtuin 1; Microglia; Receptor, Notch1; Humans; F-Box-WD Repeat-Containing Protein 7; Transcription Factor HES-1; Signal Transduction; Alzheimer Disease; Animals; Reactive Oxygen Species; Cell Polarity",Alzheimer's disease; SIRT1; lactylation; microRNA‑223‑3p; microglial M1 polarization
42055093,10.1016/j.arr.2026.103149,"Tiny Titans, big promise: Nanotechnology and microRNA in the fight against Alzheimer's disease.","Alzheimer's disease (AD) remains the most common neurodegenerative disorder. It is driven by complex molecular dysfunctions that includes amyloid aggregation, tau pathology, and neuroinflammation. It leads to cognitive deficits and memory loss in elderly people. Current treatments offer limited symptomatic relief. Hence, there is urgent need for innovative therapeutics and diagnostic approaches. Among emerging therapeutic targets, microRNAs (miRNAs) have pivotal role in regulating genes linked to amyloid precursor protein (APP), tau phosphorylation, and inflammatory cascades. This review explores the synergistic as well as individual potentials of nanotechnology and microRNAs (miRNAs) in AD. Nanotechnology aids in targeted drug delivery, enhanced imaging and theranostic capabilities; whereas miRNAs are key regulators of gene expression. Beyond pathogenesis, circulating and cerebrospinal miRNAs serve as minimally invasive biomarkers capable of distinguishing AD from mild cognitive impairment, offering early diagnostic potential. However, therapeutic translation faces challenges of instability, poor bioavailability, and limited blood-brain barrier (BBB) permeability. Here, combination of nanotechnology with miRNA is a compelling solution. Engineered nano-based system enhance miRNA stability, protect them from enzymatic degradation, and enable targeted delivery. This review highlights the synergistic use of nanotechnology and miRNA for AD diagnostics and therapeutics as a multifaceted strategy. Together, these advances promise a path toward early diagnosis and personalized treatment options for AD.",Ageing research reviews,2026,Nakum B; Vejpara D; Faldu K; Soni R; Shah J,Humans; Alzheimer Disease; MicroRNAs; Nanotechnology; Animals; Drug Delivery Systems,Alzheimer's disease; amyloid pathology; miRNAs; nanotechnology; neurodegenerative disorder
42010206,10.1007/s12015-026-11126-4,"The Potentials of Stem Cell-Derived Exosomal MicroRNAs in Ferroptosis Modulation: Molecular Insights into Hepatoprotection, Neuroprotection, Cardioprotection, Renoprotection and Pulmonoprotection.","Ferroptosis is an iron-dependent, regulated form of cell death characterized by lipid peroxidation and disrupted redox homeostasis. This process plays a role in the development of various organ injuries. Stem cell-derived exosomes carrying microRNAs (miRNAs) have recently emerged as a promising therapeutic approach for modulating ferroptosis and providing organ protection. This review summarizes the core molecular mechanisms of ferroptosis, including iron metabolism, lipid peroxidation, the glutathione/GPX4 axis, and regulatory networks involving non-coding RNAs. The biological hallmarks of stem cells, particularly mesenchymal stem cells (MSCs), neural stem cells (NSCs), and induced pluripotent stem cell derivatives (iPSCs), as well as the biogenesis and cargo sorting of exosomal miRNAs, are outlined. Evidence comprehensively shows that stem cell-derived exosomal miRNAs can influence ferroptosis. They provide protective effects in the lungs, liver, nervous system, kidneys, and heart. The review highlights how various exosomal miRNAs target ferroptotic regulators such as SLC7A11, GPX4, and ACSL4, as well as upstream signaling pathways. By tackling the current translational barriers, such as improving exosome engineering, increasing miRNA encapsulation efficiency, ensuring organ-specific delivery, enhancing biosafety, and conducting thorough in vivo validation, stem cell-derived exosomal miRNAs could become a clinically useful and reliable method for precise ferroptosis modulation and multi-organ protection.",Stem cell reviews and reports,2026,Abuhassan Q; Saleh KA; Abdulsahib WK; Malathi H; Nayak PP; Jayashree S; Arora V; Chauhan AS,Humans; MicroRNAs; Ferroptosis; Exosomes; Animals; Neuroprotection; Stem Cells; Liver,Cardiovascular Disease; Epigenetic Regulation; Exosome; Neurodegenerative Disease; Non-coding RNA; Programmed Cell Death
41708889,10.1038/s41380-026-03492-9,miR126-mediated alteration of vascular integrity in Rett syndrome.,"Rett syndrome (RTT) is a neurodevelopmental disorder caused by mutations in methyl-CpG binding protein 2 (MeCP2). MeCP2 is a non-cell type-specific DNA binding protein, and its mutation influences not only neural cells but also non-neural cells in the brain, including vasculature-associated endothelial cells. Vascular integrity is crucial for maintaining brain homeostasis, and its alteration may be linked to the pathology of neurodegenerative diseases, but a non-neurogenic effect, such as the relationship between vascular alteration and RTT pathogenesis, has not been shown. Here, we developed a microvascular network model using RTT patient-derived induced pluripotent stem (iPS) cells that carry the MeCP2[R306C] or MeCP2[R168X] mutation to investigate early developmental vascular impact. To expedite endothelial cell differentiation, doxycycline-inducible ETV2 expression vectors were inserted into the AAVS1 locus of RTT patient-derived iPS cells and their isogenic controls by CRISPR/Cas9. With these endothelial cells, we established a disease microvascular network and observed higher permeability in RTT microvascular networks than in isogenic controls, indicating that the barrier function is altered by MeCP2 mutation. Furthermore, by microRNA profiling and RNAseq, we found that hyperpermeability is associated with up-regulation of miR126-3p in RTT patient-derived endothelial cells and can be rescued by restoring miR126-3p levels. Overall, our findings point to miR126-3p-mediated vascular impairment in RTT patients and suggest potential therapeutic approaches for restoring function.",Molecular psychiatry,2026,Osaki T; Wan Z; Haratani K; Jin Y; Campisi M; Barbie DA; Kamm RD; Sur M,Rett Syndrome; Humans; Methyl-CpG-Binding Protein 2; MicroRNAs; Induced Pluripotent Stem Cells; Endothelial Cells; Mutation; Cell Differentiation; Brain,
40618273,10.4103/NRR.NRR-D-25-00002,MicroRNA and Alzheimer's disease: Diagnostic biomarkers and potential therapeutic targets.,"MicroRNAs (miRNAs), small non-coding RNAs ranging from 19 to 25 nucleotides in length, are key regulators of gene expression that function primarily by inhibiting the translation of target mRNAs. Recent studies have suggested that miRNAs play important roles in regulating key aspects in the pathology of Alzheimer's disease, including the modulation and accumulation of amyloid-beta and tau proteins. Moreover, miRNAs have been implicated in the regulation of neuroinflammation through various inflammatory pathways, notably the nuclear factor kappa B signaling cascade. Additional emerging evidence has shown that miRNAs regulate synaptic growth and maturation, and they perform promising roles in regulating neuronal death and development. miRNAs also offer a novel avenue for direct reprogramming of neurons, representing a promising strategy for Alzheimer's disease treatment. The regulation of miRNA biogenesis and the post-transcriptional modifications of miRNAs are critical factors in Alzheimer's disease pathology, influencing miRNA activity and disease progression. In this review, we comprehensively explore the role of different miRNAs in regulating various pathological processes associated with Alzheimer's disease, focusing primarily on four representative miRNAs: miR-9, miR-29, miR-126, and miR-146a for further exploration. We also discuss the influence of miRNA biogenesis on Alzheimer's disease, emphasizing how dysregulation of miRNA processing may contribute to the disease. Additionally, we highlight the potential of miRNAs as both diagnostic biomarkers and therapeutic targets in Alzheimer's disease, along with promising vector delivery strategies aimed at improving clinical outcomes. Finally, we discuss the challenges and limitations associated with the use of miRNAs in the diagnosis and treatment of Alzheimer's disease. By reviewing the current clinical applications of miRNAs as biomarkers and therapeutic agents, we aim to provide insights that will inform future research and development in this promising field.",Neural regeneration research,2025,Huang Y; Chen Y; He Z; Lu W; Lai H; Wang Y; Wang J,,Alzheimer’s disease; amyloid-β; diagnostic biomarker; glial cells; microRNA; neuroinflammatory; neuronal death; synapses; tau protein; therapeutic targets
